n,permutation,r_orb,a_coefficients,b_coefficients,alpha
9,430812567,1,0-0-0-0-0-0-1-3-3-1,0-0-0-0-0-0-1-3-3-1,1-3-3
9,431025678,1,0-0-0-0-0-0-2-5-4-1,0-0-0-0-0-0-2-5-4-1,2-5-4
9,431205678,1,0-0-0-0-0-0-1-3-3-1,0-0-0-0-0-0-1-3-3-1,1-3-3
9,431250678,1,0-0-0-0-0-0-1-3-3-1,0-0-0-0-0-0-1-3-3-1,1-3-3
9,431256078,1,0-0-0-0-0-0-1-3-3-1,0-0-0-0-0-0-1-3-3-1,1-3-3
9,431256708,1,0-0-0-0-0-0-1-3-3-1,0-0-0-0-0-0-1-3-3-1,1-3-3
9,431256780,1,0-0-0-0-0-0-1-3-3-1,0-0-0-0-0-0-1-3-3-1,1-3-3
9,432015678,1,0-0-0-0-0-0-1-3-3-1,0-0-0-0-0-0-1-3-3-1,1-3-3
9,435012678,1,0-0-0-0-0-0-1-3-3-1,0-0-0-0-0-0-1-3-3-1,1-3-3
9,436012578,1,0-0-0-0-0-0-1-3-3-1,0-0-0-0-0-0-1-3-3-1,1-3-3
9,437012568,1,0-0-0-0-0-0-1-3-3-1,0-0-0-0-0-0-1-3-3-1,1-3-3
9,438012567,1,0-0-0-0-0-0-1-3-3-1,0-0-0-0-0-0-1-3-3-1,1-3-3
9,450123678,0,0-0-0-0-0-0-7-14-7-0,0-0-0-0-0-0-7-15-9-1,7-14-7
9,450123687,1,0-0-0-0-0-0-2-5-4-1,0-0-0-0-0-0-2-5-4-1,2-5-4
9,450123768,1,0-0-0-0-0-0-2-5-4-1,0-0-0-0-0-0-2-5-4-1,2-5-4
9,450123786,1,0-0-0-0-0-0-1-3-3-1,0-0-0-0-0-0-1-3-3-1,1-3-3
9,450123867,1,0-0-0-0-0-0-1-3-3-1,0-0-0-0-0-0-1-3-3-1,1-3-3
9,450126378,0,0-0-0-0-0-0-2-5-2-0,0-0-0-0-0-0-2-5-4-1,2-5-2
9,450126738,1,0-0-0-0-0-0-1-3-3-1,0-0-0-0-0-0-1-3-3-1,1-3-3
9,450126783,1,0-0-0-0-0-0-1-3-3-1,0-0-0-0-0-0-1-3-3-1,1-3-3
9,450127368,1,0-0-0-0-0-0-1-3-3-1,0-0-0-0-0-0-1-3-3-1,1-3-3
9,450128367,1,0-0-0-0-0-0-1-3-3-1,0-0-0-0-0-0-1-3-3-1,1-3-3
9,450132678,1,0-0-0-0-0-0-2-5-4-1,0-0-0-0-0-0-2-5-4-1,2-5-4
9,450136278,1,0-0-0-0-0-0-1-3-3-1,0-0-0-0-0-0-1-3-3-1,1-3-3
9,450136728,1,0-0-0-0-0-0-1-3-3-1,0-0-0-0-0-0-1-3-3-1,1-3-3
9,450136782,1,0-0-0-0-0-0-1-3-3-1,0-0-0-0-0-0-1-3-3-1,1-3-3
9,450162378,1,0-0-0-0-0-0-1-3-3-1,0-0-0-0-0-0-1-3-3-1,1-3-3
9,450172368,1,0-0-0-0-0-0-1-3-3-1,0-0-0-0-0-0-1-3-3-1,1-3-3
9,450182367,1,0-0-0-0-0-0-1-3-3-1,0-0-0-0-0-0-1-3-3-1,1-3-3
9,450213678,1,0-0-0-0-0-0-2-5-4-1,0-0-0-0-0-0-2-5-4-1,2-5-4
9,450231678,1,0-0-0-0-0-0-1-3-3-1,0-0-0-0-0-0-1-3-3-1,1-3-3
9,450236178,1,0-0-0-0-0-0-1-3-3-1,0-0-0-0-0-0-1-3-3-1,1-3-3
9,450236718,1,0-0-0-0-0-0-1-3-3-1,0-0-0-0-0-0-1-3-3-1,1-3-3
9,450236781,1,0-0-0-0-0-0-1-3-3-1,0-0-0-0-0-0-1-3-3-1,1-3-3
9,450312678,1,0-0-0-0-0-0-1-3-3-1,0-0-0-0-0-0-1-3-3-1,1-3-3
9,450612378,1,0-0-0-0-0-0-1-3-3-1,0-0-0-0-0-0-1-3-3-1,1-3-3
9,450712368,1,0-0-0-0-0-0-1-3-3-1,0-0-0-0-0-0-1-3-3-1,1-3-3
9,450812367,1,0-0-0-0-0-0-1-3-3-1,0-0-0-0-0-0-1-3-3-1,1-3-3
9,451023678,1,0-0-0-0-0-0-2-5-4-1,0-0-0-0-0-0-2-5-4-1,2-5-4
9,451203678,1,0-0-0-0-0-0-1-3-3-1,0-0-0-0-0-0-1-3-3-1,1-3-3
9,451230678,1,0-0-0-0-0-0-1-3-3-1,0-0-0-0-0-0-1-3-3-1,1-3-3
9,451236078,1,0-0-0-0-0-0-1-3-3-1,0-0-0-0-0-0-1-3-3-1,1-3-3
9,451236708,1,0-0-0-0-0-0-1-3-3-1,0-0-0-0-0-0-1-3-3-1,1-3-3
9,451236780,1,0-0-0-0-0-0-1-3-3-1,0-0-0-0-0-0-1-3-3-1,1-3-3
9,452013678,1,0-0-0-0-0-0-1-3-3-1,0-0-0-0-0-0-1-3-3-1,1-3-3
9,453012678,1,0-0-0-0-0-0-1-3-3-1,0-0-0-0-0-0-1-3-3-1,1-3-3
9,456012378,1,0-0-0-0-0-0-1-3-3-1,0-0-0-0-0-0-1-3-3-1,1-3-3
9,457012368,1,0-0-0-0-0-0-1-3-3-1,0-0-0-0-0-0-1-3-3-1,1-3-3
9,458012367,1,0-0-0-0-0-0-1-3-3-1,0-0-0-0-0-0-1-3-3-1,1-3-3
9,460123578,0,0-0-0-0-0-0-7-14-7-0,0-0-0-0-0-0-7-15-9-1,7-14-7
9,460123587,1,0-0-0-0-0-0-2-5-4-1,0-0-0-0-0-0-2-5-4-1,2-5-4
9,460123758,1,0-0-0-0-0-0-2-5-4-1,0-0-0-0-0-0-2-5-4-1,2-5-4
9,460123785,1,0-0-0-0-0-0-1-3-3-1,0-0-0-0-0-0-1-3-3-1,1-3-3
9,460123857,1,0-0-0-0-0-0-1-3-3-1,0-0-0-0-0-0-1-3-3-1,1-3-3
9,460125378,0,0-0-0-0-0-0-2-5-3-0,0-0-0-0-0-0-2-5-4-1,2-5-3
9,460125738,1,0-0-0-0-0-0-1-3-3-1,0-0-0-0-0-0-1-3-3-1,1-3-3
9,460125783,1,0-0-0-0-0-0-1-3-3-1,0-0-0-0-0-0-1-3-3-1,1-3-3
9,460127358,1,0-0-0-0-0-0-1-3-3-1,0-0-0-0-0-0-1-3-3-1,1-3-3
9,460128357,1,0-0-0-0-0-0-1-3-3-1,0-0-0-0-0-0-1-3-3-1,1-3-3
9,460132578,1,0-0-0-0-0-0-2-5-4-1,0-0-0-0-0-0-2-5-4-1,2-5-4
9,460135278,1,0-0-0-0-0-0-1-3-3-1,0-0-0-0-0-0-1-3-3-1,1-3-3
9,460135728,1,0-0-0-0-0-0-1-3-3-1,0-0-0-0-0-0-1-3-3-1,1-3-3
9,460135782,1,0-0-0-0-0-0-1-3-3-1,0-0-0-0-0-0-1-3-3-1,1-3-3
9,460152378,1,0-0-0-0-0-0-1-3-3-1,0-0-0-0-0-0-1-3-3-1,1-3-3
9,460172358,1,0-0-0-0-0-0-1-3-3-1,0-0-0-0-0-0-1-3-3-1,1-3-3
9,460182357,1,0-0-0-0-0-0-1-3-3-1,0-0-0-0-0-0-1-3-3-1,1-3-3
9,460213578,1,0-0-0-0-0-0-2-5-4-1,0-0-0-0-0-0-2-5-4-1,2-5-4
9,460231578,1,0-0-0-0-0-0-1-3-3-1,0-0-0-0-0-0-1-3-3-1,1-3-3
9,460235178,1,0-0-0-0-0-0-1-3-3-1,0-0-0-0-0-0-1-3-3-1,1-3-3
9,460235718,1,0-0-0-0-0-0-1-3-3-1,0-0-0-0-0-0-1-3-3-1,1-3-3
9,460235781,1,0-0-0-0-0-0-1-3-3-1,0-0-0-0-0-0-1-3-3-1,1-3-3
9,460312578,1,0-0-0-0-0-0-1-3-3-1,0-0-0-0-0-0-1-3-3-1,1-3-3
9,460512378,1,0-0-0-0-0-0-1-3-3-1,0-0-0-0-0-0-1-3-3-1,1-3-3
9,460712358,1,0-0-0-0-0-0-1-3-3-1,0-0-0-0-0-0-1-3-3-1,1-3-3
9,460812357,1,0-0-0-0-0-0-1-3-3-1,0-0-0-0-0-0-1-3-3-1,1-3-3
9,461023578,1,0-0-0-0-0-0-2-5-4-1,0-0-0-0-0-0-2-5-4-1,2-5-4
9,461203578,1,0-0-0-0-0-0-1-3-3-1,0-0-0-0-0-0-1-3-3-1,1-3-3
9,461230578,1,0-0-0-0-0-0-1-3-3-1,0-0-0-0-0-0-1-3-3-1,1-3-3
9,461235078,1,0-0-0-0-0-0-1-3-3-1,0-0-0-0-0-0-1-3-3-1,1-3-3
9,461235708,1,0-0-0-0-0-0-1-3-3-1,0-0-0-0-0-0-1-3-3-1,1-3-3
9,461235780,1,0-0-0-0-0-0-1-3-3-1,0-0-0-0-0-0-1-3-3-1,1-3-3
9,462013578,1,0-0-0-0-0-0-1-3-3-1,0-0-0-0-0-0-1-3-3-1,1-3-3
9,463012578,1,0-0-0-0-0-0-1-3-3-1,0-0-0-0-0-0-1-3-3-1,1-3-3
9,465012378,1,0-0-0-0-0-0-1-3-3-1,0-0-0-0-0-0-1-3-3-1,1-3-3
9,467012358,1,0-0-0-0-0-0-1-3-3-1,0-0-0-0-0-0-1-3-3-1,1-3-3
9,468012357,1,0-0-0-0-0-0-1-3-3-1,0-0-0-0-0-0-1-3-3-1,1-3-3
9,470123568,0,0-0-0-0-0-0-7-14-7-0,0-0-0-0-0-0-7-15-9-1,7-14-7
9,470123586,0,0-0-0-0-0-0-2-5-3-0,0-0-0-0-0-0-2-5-4-1,2-5-3
9,470123658,1,0-0-0-0-0-0-2-5-4-1,0-0-0-0-0-0-2-5-4-1,2-5-4
9,470123685,1,0-0-0-0-0-0-1-3-3-1,0-0-0-0-0-0-1-3-3-1,1-3-3
9,470123856,1,0-0-0-0-0-0-1-3-3-1,0-0-0-0-0-0-1-3-3-1,1-3-3
9,470125368,0,0-0-0-0-0-0-2-5-3-0,0-0-0-0-0-0-2-5-4-1,2-5-3
9,470125638,1,0-0-0-0-0-0-1-3-3-1,0-0-0-0-0-0-1-3-3-1,1-3-3
9,470125683,1,0-0-0-0-0-0-1-3-3-1,0-0-0-0-0-0-1-3-3-1,1-3-3
9,470126358,1,0-0-0-0-0-0-1-3-3-1,0-0-0-0-0-0-1-3-3-1,1-3-3
9,470128356,1,0-0-0-0-0-0-1-3-3-1,0-0-0-0-0-0-1-3-3-1,1-3-3
9,470132568,1,0-0-0-0-0-0-2-5-4-1,0-0-0-0-0-0-2-5-4-1,2-5-4
9,470135268,1,0-0-0-0-0-0-1-3-3-1,0-0-0-0-0-0-1-3-3-1,1-3-3
9,470135628,1,0-0-0-0-0-0-1-3-3-1,0-0-0-0-0-0-1-3-3-1,1-3-3
9,470135682,1,0-0-0-0-0-0-1-3-3-1,0-0-0-0-0-0-1-3-3-1,1-3-3
9,470152368,1,0-0-0-0-0-0-1-3-3-1,0-0-0-0-0-0-1-3-3-1,1-3-3
9,470162358,1,0-0-0-0-0-0-1-3-3-1,0-0-0-0-0-0-1-3-3-1,1-3-3
9,470182356,1,0-0-0-0-0-0-1-3-3-1,0-0-0-0-0-0-1-3-3-1,1-3-3
9,470213568,1,0-0-0-0-0-0-2-5-4-1,0-0-0-0-0-0-2-5-4-1,2-5-4
9,470231568,1,0-0-0-0-0-0-1-3-3-1,0-0-0-0-0-0-1-3-3-1,1-3-3
9,470235168,1,0-0-0-0-0-0-1-3-3-1,0-0-0-0-0-0-1-3-3-1,1-3-3
9,470235618,1,0-0-0-0-0-0-1-3-3-1,0-0-0-0-0-0-1-3-3-1,1-3-3
9,470235681,1,0-0-0-0-0-0-1-3-3-1,0-0-0-0-0-0-1-3-3-1,1-3-3
9,470312568,1,0-0-0-0-0-0-1-3-3-1,0-0-0-0-0-0-1-3-3-1,1-3-3
9,470512368,1,0-0-0-0-0-0-1-3-3-1,0-0-0-0-0-0-1-3-3-1,1-3-3
9,470612358,1,0-0-0-0-0-0-1-3-3-1,0-0-0-0-0-0-1-3-3-1,1-3-3
9,470812356,1,0-0-0-0-0-0-1-3-3-1,0-0-0-0-0-0-1-3-3-1,1-3-3
9,471023568,1,0-0-0-0-0-0-2-5-4-1,0-0-0-0-0-0-2-5-4-1,2-5-4
9,471203568,1,0-0-0-0-0-0-1-3-3-1,0-0-0-0-0-0-1-3-3-1,1-3-3
9,471230568,1,0-0-0-0-0-0-1-3-3-1,0-0-0-0-0-0-1-3-3-1,1-3-3
9,471235068,1,0-0-0-0-0-0-1-3-3-1,0-0-0-0-0-0-1-3-3-1,1-3-3
9,471235608,1,0-0-0-0-0-0-1-3-3-1,0-0-0-0-0-0-1-3-3-1,1-3-3
9,471235680,1,0-0-0-0-0-0-1-3-3-1,0-0-0-0-0-0-1-3-3-1,1-3-3
9,472013568,1,0-0-0-0-0-0-1-3-3-1,0-0-0-0-0-0-1-3-3-1,1-3-3
9,473012568,1,0-0-0-0-0-0-1-3-3-1,0-0-0-0-0-0-1-3-3-1,1-3-3
9,475012368,1,0-0-0-0-0-0-1-3-3-1,0-0-0-0-0-0-1-3-3-1,1-3-3
9,476012358,1,0-0-0-0-0-0-1-3-3-1,0-0-0-0-0-0-1-3-3-1,1-3-3
9,478012356,1,0-0-0-0-0-0-1-3-3-1,0-0-0-0-0-0-1-3-3-1,1-3-3
9,480123567,0,0-0-0-0-0-0-7-14-7-0,0-0-0-0-0-0-7-15-9-1,7-14-7
9,480123576,1,0-0-0-0-0-0-2-5-4-1,0-0-0-0-0-0-2-5-4-1,2-5-4
9,480123657,1,0-0-0-0-0-0-2-5-4-1,0-0-0-0-0-0-2-5-4-1,2-5-4
9,480123675,1,0-0-0-0-0-0-1-3-3-1,0-0-0-0-0-0-1-3-3-1,1-3-3
9,480123756,1,0-0-0-0-0-0-1-3-3-1,0-0-0-0-0-0-1-3-3-1,1-3-3
9,480125367,0,0-0-0-0-0-0-2-5-3-0,0-0-0-0-0-0-2-5-4-1,2-5-3
9,480125637,1,0-0-0-0-0-0-1-3-3-1,0-0-0-0-0-0-1-3-3-1,1-3-3
9,480125673,1,0-0-0-0-0-0-1-3-3-1,0-0-0-0-0-0-1-3-3-1,1-3-3
9,480126357,1,0-0-0-0-0-0-1-3-3-1,0-0-0-0-0-0-1-3-3-1,1-3-3
9,480127356,1,0-0-0-0-0-0-1-3-3-1,0-0-0-0-0-0-1-3-3-1,1-3-3
9,480132567,1,0-0-0-0-0-0-2-5-4-1,0-0-0-0-0-0-2-5-4-1,2-5-4
9,480135267,1,0-0-0-0-0-0-1-3-3-1,0-0-0-0-0-0-1-3-3-1,1-3-3
9,480135627,1,0-0-0-0-0-0-1-3-3-1,0-0-0-0-0-0-1-3-3-1,1-3-3
9,480135672,1,0-0-0-0-0-0-1-3-3-1,0-0-0-0-0-0-1-3-3-1,1-3-3
9,480152367,1,0-0-0-0-0-0-1-3-3-1,0-0-0-0-0-0-1-3-3-1,1-3-3
9,480162357,1,0-0-0-0-0-0-1-3-3-1,0-0-0-0-0-0-1-3-3-1,1-3-3
9,480172356,1,0-0-0-0-0-0-1-3-3-1,0-0-0-0-0-0-1-3-3-1,1-3-3
9,480213567,1,0-0-0-0-0-0-2-5-4-1,0-0-0-0-0-0-2-5-4-1,2-5-4
9,480231567,1,0-0-0-0-0-0-1-3-3-1,0-0-0-0-0-0-1-3-3-1,1-3-3
9,480235167,1,0-0-0-0-0-0-1-3-3-1,0-0-0-0-0-0-1-3-3-1,1-3-3
9,480235617,1,0-0-0-0-0-0-1-3-3-1,0-0-0-0-0-0-1-3-3-1,1-3-3
9,480235671,1,0-0-0-0-0-0-1-3-3-1,0-0-0-0-0-0-1-3-3-1,1-3-3
9,480312567,1,0-0-0-0-0-0-1-3-3-1,0-0-0-0-0-0-1-3-3-1,1-3-3
9,480512367,1,0-0-0-0-0-0-1-3-3-1,0-0-0-0-0-0-1-3-3-1,1-3-3
9,480612357,1,0-0-0-0-0-0-1-3-3-1,0-0-0-0-0-0-1-3-3-1,1-3-3
9,480712356,1,0-0-0-0-0-0-1-3-3-1,0-0-0-0-0-0-1-3-3-1,1-3-3
9,481023567,1,0-0-0-0-0-0-2-5-4-1,0-0-0-0-0-0-2-5-4-1,2-5-4
9,481203567,1,0-0-0-0-0-0-1-3-3-1,0-0-0-0-0-0-1-3-3-1,1-3-3
9,481230567,1,0-0-0-0-0-0-1-3-3-1,0-0-0-0-0-0-1-3-3-1,1-3-3
9,481235067,1,0-0-0-0-0-0-1-3-3-1,0-0-0-0-0-0-1-3-3-1,1-3-3
9,481235607,1,0-0-0-0-0-0-1-3-3-1,0-0-0-0-0-0-1-3-3-1,1-3-3
9,481235670,1,0-0-0-0-0-0-1-3-3-1,0-0-0-0-0-0-1-3-3-1,1-3-3
9,482013567,1,0-0-0-0-0-0-1-3-3-1,0-0-0-0-0-0-1-3-3-1,1-3-3
9,483012567,1,0-0-0-0-0-0-1-3-3-1,0-0-0-0-0-0-1-3-3-1,1-3-3
9,485012367,1,0-0-0-0-0-0-1-3-3-1,0-0-0-0-0-0-1-3-3-1,1-3-3
9,486012357,1,0-0-0-0-0-0-1-3-3-1,0-0-0-0-0-0-1-3-3-1,1-3-3
9,487012356,1,0-0-0-0-0-0-1-3-3-1,0-0-0-0-0-0-1-3-3-1,1-3-3
9,501234678,1,0-0-0-0-0-0-28-28-1-1,0-0-0-0-0-0-28-36-9-1,28-28-1
9,501234687,0,0-0-0-0-0-0-13-19-6-0,0-0-0-0-0-0-13-21-9-1,13-19-6
9,501234768,1,0-0-0-0-0-0-13-19-7-1,0-0-0-0-0-0-13-21-9-1,13-19-7
9,501234786,0,0-0-0-0-0-0-8-15-7-0,0-0-0-0-0-0-8-16-9-1,8-15-7
9,501234867,0,0-0-0-0-0-0-8-15-7-0,0-0-0-0-0-0-8-16-9-1,8-15-7
9,501234876,1,0-0-0-0-0-0-3-6-4-1,0-0-0-0-0-0-3-6-4-1,3-6-4
9,501236478,1,0-0-0-0-0-0-13-19-3-1,0-0-0-0-0-0-13-21-9-1,13-19-3
9,501236487,1,0-0-0-0-0-0-4-8-5-1,0-0-0-0-0-0-4-8-5-1,4-8-5
9,501236748,1,0-0-0-0-0-0-8-15-8-1,0-0-0-0-0-0-8-16-9-1,8-15-8
9,501236784,0,0-0-0-0-0-0-7-14-7-0,0-0-0-0-0-0-7-15-9-1,7-14-7
9,501236847,1,0-0-0-0-0-0-3-7-5-1,0-0-0-0-0-0-3-7-5-1,3-7-5
9,501236874,1,0-0-0-0-0-0-2-5-4-1,0-0-0-0-0-0-2-5-4-1,2-5-4
9,501237468,1,0-0-0-0-0-0-8-15-8-1,0-0-0-0-0-0-8-16-9-1,8-15-8
9,501237486,1,0-0-0-0-0-0-3-7-5-1,0-0-0-0-0-0-3-7-5-1,3-7-5
9,501237648,1,0-0-0-0-0-0-3-6-4-1,0-0-0-0-0-0-3-6-4-1,3-6-4
9,501237684,1,0-0-0-0-0-0-2-5-4-1,0-0-0-0-0-0-2-5-4-1,2-5-4
9,501237846,0,0-0-0-0-0-0-2-6-5-0,0-0-0-0-0-0-2-6-5-1,2-6-5
9,501237864,1,0-0-0-0-0-0-1-3-3-1,0-0-0-0-0-0-1-3-3-1,1-3-3
9,501238467,0,0-0-0-0-0-0-7-14-7-0,0-0-0-0-0-0-7-15-9-1,7-14-7
9,501238476,1,0-0-0-0-0-0-2-5-4-1,0-0-0-0-0-0-2-5-4-1,2-5-4
9,501238647,1,0-0-0-0-0-0-2-5-4-1,0-0-0-0-0-0-2-5-4-1,2-5-4
9,501238674,1,0-0-0-0-0-0-1-3-3-1,0-0-0-0-0-0-1-3-3-1,1-3-3
9,501238746,1,0-0-0-0-0-0-1-3-3-1,0-0-0-0-0-0-1-3-3-1,1-3-3
9,501243678,0,0-0-0-0-0-0-13-19-6-0,0-0-0-0-0-0-13-21-9-1,13-19-6
9,501243687,1,0-0-0-0-0-0-4-8-5-1,0-0-0-0-0-0-4-8-5-1,4-8-5
9,501243768,1,0-0-0-0-0-0-4-8-5-1,0-0-0-0-0-0-4-8-5-1,4-8-5
9,501243786,1,0-0-0-0-0-0-2-5-4-1,0-0-0-0-0-0-2-5-4-1,2-5-4
9,501243867,1,0-0-0-0-0-0-2-5-4-1,0-0-0-0-0-0-2-5-4-1,2-5-4
9,501246378,0,0-0-0-0-0-0-8-15-6-0,0-0-0-0-0-0-8-16-9-1,8-15-6
9,501246387,1,0-0-0-0-0-0-2-5-4-1,0-0-0-0-0-0-2-5-4-1,2-5-4
9,501246738,0,0-0-0-0-0-0-7-14-7-0,0-0-0-0-0-0-7-15-9-1,7-14-7
9,501246783,0,0-0-0-0-0-0-7-14-7-0,0-0-0-0-0-0-7-15-9-1,7-14-7
9,501246837,0,0-0-0-0-0-0-2-5-3-0,0-0-0-0-0-0-2-5-4-1,2-5-3
9,501246873,1,0-0-0-0-0-0-2-5-4-1,0-0-0-0-0-0-2-5-4-1,2-5-4
9,501247368,1,0-0-0-0-0-0-3-7-5-1,0-0-0-0-0-0-3-7-5-1,3-7-5
9,501247386,1,0-0-0-0-0-0-1-3-3-1,0-0-0-0-0-0-1-3-3-1,1-3-3
9,501247638,1,0-0-0-0-0-0-2-5-4-1,0-0-0-0-0-0-2-5-4-1,2-5-4
9,501247683,1,0-0-0-0-0-0-2-5-4-1,0-0-0-0-0-0-2-5-4-1,2-5-4
9,501247836,1,0-0-0-0-0-0-1-3-3-1,0-0-0-0-0-0-1-3-3-1,1-3-3
9,501247863,1,0-0-0-0-0-0-1-3-3-1,0-0-0-0-0-0-1-3-3-1,1-3-3
9,501248367,0,0-0-0-0-0-0-2-5-3-0,0-0-0-0-0-0-2-5-4-1,2-5-3
9,501248637,1,0-0-0-0-0-0-1-3-3-1,0-0-0-0-0-0-1-3-3-1,1-3-3
9,501248673,1,0-0-0-0-0-0-1-3-3-1,0-0-0-0-0-0-1-3-3-1,1-3-3
9,501263478,0,0-0-0-0-0-0-8-15-5-0,0-0-0-0-0-0-8-16-9-1,8-15-5
9,501263487,1,0-0-0-0-0-0-2-5-4-1,0-0-0-0-0-0-2-5-4-1,2-5-4
9,501263748,1,0-0-0-0-0-0-3-7-4-1,0-0-0-0-0-0-3-7-5-1,3-7-4
9,501263784,0,0-0-0-0-0-0-2-5-2-0,0-0-0-0-0-0-2-5-4-1,2-5-2
9,501263847,1,0-0-0-0-0-0-1-3-3-1,0-0-0-0-0-0-1-3-3-1,1-3-3
9,501264378,0,0-0-0-0-0-0-3-6-2-0,0-0-0-0-0-0-3-6-4-1,3-6-2
9,501264738,0,0-0-0-0-0-0-2-5-3-0,0-0-0-0-0-0-2-5-4-1,2-5-3
9,501264783,0,0-0-0-0-0-0-2-5-3-0,0-0-0-0-0-0-2-5-4-1,2-5-3
9,501267348,0,0-0-0-0-0-0-2-6-5-0,0-0-0-0-0-0-2-6-5-1,2-6-5
9,501267384,1,0-0-0-0-0-0-1-3-3-1,0-0-0-0-0-0-1-3-3-1,1-3-3
9,501267438,1,0-0-0-0-0-0-1-3-3-1,0-0-0-0-0-0-1-3-3-1,1-3-3
9,501267483,1,0-0-0-0-0-0-1-3-3-1,0-0-0-0-0-0-1-3-3-1,1-3-3
9,501267834,1,0-0-0-0-0-0-1-3-3-1,0-0-0-0-0-0-1-3-3-1,1-3-3
9,501267843,1,0-0-0-0-0-0-1-3-3-1,0-0-0-0-0-0-1-3-3-1,1-3-3
9,501268347,1,0-0-0-0-0-0-1-3-3-1,0-0-0-0-0-0-1-3-3-1,1-3-3
9,501273468,0,0-0-0-0-0-0-7-14-7-0,0-0-0-0-0-0-7-15-9-1,7-14-7
9,501273486,0,0-0-0-0-0-0-2-5-3-0,0-0-0-0-0-0-2-5-4-1,2-5-3
9,501273648,1,0-0-0-0-0-0-2-5-4-1,0-0-0-0-0-0-2-5-4-1,2-5-4
9,501273684,1,0-0-0-0-0-0-1-3-3-1,0-0-0-0-0-0-1-3-3-1,1-3-3
9,501273846,1,0-0-0-0-0-0-1-3-3-1,0-0-0-0-0-0-1-3-3-1,1-3-3
9,501274368,1,0-0-0-0-0-0-2-5-4-1,0-0-0-0-0-0-2-5-4-1,2-5-4
9,501274638,1,0-0-0-0-0-0-1-3-3-1,0-0-0-0-0-0-1-3-3-1,1-3-3
9,501274683,1,0-0-0-0-0-0-1-3-3-1,0-0-0-0-0-0-1-3-3-1,1-3-3
9,501276348,1,0-0-0-0-0-0-1-3-3-1,0-0-0-0-0-0-1-3-3-1,1-3-3
9,501278346,1,0-0-0-0-0-0-1-3-3-1,0-0-0-0-0-0-1-3-3-1,1-3-3
9,501283467,0,0-0-0-0-0-0-7-14-7-0,0-0-0-0-0-0-7-15-9-1,7-14-7
9,501283476,1,0-0-0-0-0-0-2-5-4-1,0-0-0-0-0-0-2-5-4-1,2-5-4
9,501283647,1,0-0-0-0-0-0-2-5-4-1,0-0-0-0-0-0-2-5-4-1,2-5-4
9,501283674,1,0-0-0-0-0-0-1-3-3-1,0-0-0-0-0-0-1-3-3-1,1-3-3
9,501283746,1,0-0-0-0-0-0-1-3-3-1,0-0-0-0-0-0-1-3-3-1,1-3-3
9,501284367,1,0-0-0-0-0-0-2-5-4-1,0-0-0-0-0-0-2-5-4-1,2-5-4
9,501284637,1,0-0-0-0-0-0-1-3-3-1,0-0-0-0-0-0-1-3-3-1,1-3-3
9,501284673,1,0-0-0-0-0-0-1-3-3-1,0-0-0-0-0-0-1-3-3-1,1-3-3
9,501286347,1,0-0-0-0-0-0-1-3-3-1,0-0-0-0-0-0-1-3-3-1,1-3-3
9,501287346,1,0-0-0-0-0-0-1-3-3-1,0-0-0-0-0-0-1-3-3-1,1-3-3
9,501324678,1,0-0-0-0-0-0-13-19-7-1,0-0-0-0-0-0-13-21-9-1,13-19-7
9,501324687,1,0-0-0-0-0-0-4-8-5-1,0-0-0-0-0-0-4-8-5-1,4-8-5
9,501324768,1,0-0-0-0-0-0-4-8-5-1,0-0-0-0-0-0-4-8-5-1,4-8-5
9,501324786,1,0-0-0-0-0-0-2-5-4-1,0-0-0-0-0-0-2-5-4-1,2-5-4
9,501324867,1,0-0-0-0-0-0-2-5-4-1,0-0-0-0-0-0-2-5-4-1,2-5-4
9,501326478,0,0-0-0-0-0-0-4-8-3-0,0-0-0-0-0-0-4-8-5-1,4-8-3
9,501326748,1,0-0-0-0-0-0-2-5-4-1,0-0-0-0-0-0-2-5-4-1,2-5-4
9,501326784,1,0-0-0-0-0-0-2-5-4-1,0-0-0-0-0-0-2-5-4-1,2-5-4
9,501327468,1,0-0-0-0-0-0-2-5-4-1,0-0-0-0-0-0-2-5-4-1,2-5-4
9,501328467,1,0-0-0-0-0-0-2-5-4-1,0-0-0-0-0-0-2-5-4-1,2-5-4
9,501342678,0,0-0-0-0-0-0-8-15-7-0,0-0-0-0-0-0-8-16-9-1,8-15-7
9,501342687,1,0-0-0-0-0-0-2-5-4-1,0-0-0-0-0-0-2-5-4-1,2-5-4
9,501342768,1,0-0-0-0-0-0-2-5-4-1,0-0-0-0-0-0-2-5-4-1,2-5-4
9,501342786,1,0-0-0-0-0-0-1-3-3-1,0-0-0-0-0-0-1-3-3-1,1-3-3
9,501342867,1,0-0-0-0-0-0-1-3-3-1,0-0-0-0-0-0-1-3-3-1,1-3-3
9,501346278,0,0-0-0-0-0-0-7-14-7-0,0-0-0-0-0-0-7-15-9-1,7-14-7
9,501346287,1,0-0-0-0-0-0-2-5-4-1,0-0-0-0-0-0-2-5-4-1,2-5-4
9,501346728,0,0-0-0-0-0-0-7-14-7-0,0-0-0-0-0-0-7-15-9-1,7-14-7
9,501346782,0,0-0-0-0-0-0-7-14-7-0,0-0-0-0-0-0-7-15-9-1,7-14-7
9,501346827,0,0-0-0-0-0-0-2-5-3-0,0-0-0-0-0-0-2-5-4-1,2-5-3
